,ID,Sex,Age,âÒìöéûä‘,15çŒÇ‹Ç≈ÇÃåß,15çŒÇ‹Ç≈ÇÃínàÊ,15çŒÇ‹Ç≈ÇÃìåêº,ç°èZÇÒÇ≈Ç¢ÇÈåß,ç°èZÇÒÇ≈Ç¢ÇÈínàÊ,ç°èZÇÒÇ≈Ç¢ÇÈìåêº,ç°Ç∆êÃÇ™àÍèè=0,0:Ç¶Ç—,1:åäéq,2:Ç‹ÇÆÇÎ,3:Ç¢Ç©,4:Ç§Ç…,5:Ç¢Ç≠ÇÁ,6:ã éq,7:Ç∆ÇÎ,8:ìSâŒä™,9:Ç©Ç¡Çœä™,è„à 3ÉlÉ^ÇÃÇ±Ç¡ÇƒÇËïΩãœ,è„à 3ÉlÉ^ÇÃÇ∫Ç¢ÇΩÇ≠ïΩãœ
2357,1317,1,0,403,14,3,0,14,3,0,0,9,6,4,10,2,7,5,1,3,8,1.204011,3.117524
2358,4335,0,4,325,1,1,0,11,3,0,1,7,10,8,2,1,9,5,3,4,6,1.3511,3.095963
2359,7241,0,2,297,17,4,0,17,4,0,0,5,1,6,10,2,4,8,3,7,9,0.763761,3.255065
2360,5107,0,2,177,23,6,1,23,6,1,0,6,3,4,5,1,9,7,2,8,10,0.763761,3.255065
2361,7149,0,2,227,13,3,0,13,3,0,0,1,2,5,7,3,6,10,4,9,8,1.489469,2.37272
2362,5365,0,3,308,0,0,0,0,0,0,0,6,4,2,5,1,10,8,3,7,9,1.044819,3.21582
2363,1046,0,2,260,45,9,1,27,6,1,1,4,8,2,3,6,5,10,1,7,9,1.669938,2.62511
2364,1823,0,0,260,6,1,0,6,1,0,0,8,6,3,7,4,1,9,2,5,10,1.195429,3.018514
2365,8353,1,1,234,12,3,0,12,3,0,0,10,1,5,6,4,3,9,2,7,8,0.914371,3.057759
2366,8428,1,2,231,7,2,0,7,2,0,0,4,3,8,6,1,2,5,10,7,9,1.001433,2.658368
2367,3775,0,0,174,14,3,0,14,3,0,0,10,8,1,9,6,7,2,4,3,5,2.128255,1.495676
2368,9278,1,3,315,13,3,0,13,3,0,0,4,2,1,6,9,10,7,3,5,8,1.082599,2.784213
2369,1494,0,3,233,12,3,0,12,3,0,0,3,6,5,7,1,4,10,2,8,9,1.364625,3.203719
2370,3093,0,1,290,35,8,1,35,8,1,0,2,8,4,3,10,9,7,1,6,5,1.989744,2.613009
2371,6505,0,3,376,12,3,0,12,3,0,0,4,10,2,3,9,7,8,1,5,6,1.669938,2.62511
2372,1361,1,1,345,14,3,0,14,3,0,0,7,4,2,9,3,5,8,1,6,10,1.044819,3.21582
2373,8355,1,3,288,26,6,1,16,3,0,1,7,5,6,10,1,2,4,3,9,8,0.87659,3.489366
2374,1608,0,1,238,21,2,0,21,2,0,0,2,1,4,6,10,9,8,3,7,5,1.402406,2.772111
2375,8755,1,2,330,0,0,0,0,0,0,0,4,5,7,3,10,9,1,8,6,2,2.929006,1.189206
2376,2027,1,2,358,14,3,0,13,3,0,1,1,8,2,9,7,10,5,4,3,6,2.248557,1.764327
2377,1631,0,3,214,13,3,0,13,3,0,0,10,4,5,6,1,2,8,3,7,9,0.87659,3.489366
2378,3825,0,2,202,18,5,0,14,3,0,1,10,9,4,5,1,3,7,2,6,8,0.87659,3.489366
2379,3037,0,2,488,18,5,0,8,3,0,1,8,1,5,9,2,3,7,4,6,10,1.001433,2.658368
2380,4167,0,2,511,14,3,0,14,3,0,0,4,5,2,6,10,3,8,1,7,9,1.195429,3.018514
2381,6115,0,2,232,11,3,0,11,3,0,0,6,8,4,5,3,7,10,1,2,9,1.204011,3.117524
2382,10101,1,1,249,0,0,0,0,0,0,0,5,4,6,8,3,2,10,1,7,9,0.87659,3.489366
2383,4709,0,3,224,39,9,1,39,9,1,0,4,9,2,3,10,6,8,1,5,7,1.669938,2.62511
2384,8911,1,2,213,33,7,1,18,5,0,1,7,9,3,4,6,5,2,1,8,10,1.563162,2.464216
2385,9819,1,4,633,13,3,0,13,3,0,0,6,1,4,9,3,5,8,2,7,10,0.763761,3.255065
2386,9098,1,3,311,26,6,1,26,6,1,0,2,4,6,10,1,8,5,3,7,9,1.364625,3.203719
2387,3975,0,0,250,13,3,0,13,3,0,0,1,5,2,4,10,8,6,3,7,9,1.683464,2.732866
2388,10103,1,2,280,14,3,0,14,3,0,0,5,2,4,3,10,9,8,1,6,7,1.38888,2.664355
2389,4525,0,2,211,26,6,1,26,6,1,0,7,1,4,8,3,6,2,5,9,10,1.369166,2.104069
2390,1045,1,2,217,35,8,1,14,3,0,1,8,6,3,10,4,1,9,2,5,7,1.195429,3.018514
2391,9231,1,1,598,39,9,1,39,9,1,0,4,5,6,8,2,3,10,1,7,9,0.87659,3.489366
2392,4303,0,3,246,2,1,0,2,1,0,0,1,4,2,3,7,6,8,9,5,10,2.395646,1.742765
2393,8130,1,3,295,13,3,0,14,3,0,1,6,4,2,7,8,5,9,1,3,10,1.522849,2.646672
2394,9043,1,3,362,11,3,0,11,3,0,0,6,3,2,5,1,9,10,4,7,8,1.169662,2.384822
2395,1753,1,2,221,0,0,0,0,0,0,0,3,9,10,4,1,2,6,7,5,8,1.602298,2.607022
2396,8432,1,2,245,11,3,0,18,5,0,1,2,7,8,1,10,9,3,6,5,4,2.59515,1.462013
2397,8139,1,2,284,27,6,1,27,6,1,0,2,3,6,5,10,1,8,4,7,9,1.640078,2.175414
2398,1010,0,1,173,11,3,0,11,3,0,0,9,2,5,6,1,3,8,4,7,10,1.001433,2.658368
2399,8475,1,3,320,21,2,0,21,2,0,0,8,3,4,5,7,6,10,1,2,9,1.241791,2.685917
2400,4977,0,1,175,8,3,0,8,3,0,0,1,5,10,8,6,2,3,9,4,7,2.12064,1.855417
2401,10009,1,1,356,11,3,0,11,3,0,0,5,9,2,8,4,3,10,1,6,7,1.195429,3.018514
2402,5315,0,3,165,14,3,0,14,3,0,0,8,3,6,7,2,9,4,1,5,10,0.763761,3.255065
2403,9495,1,2,248,14,3,0,14,3,0,0,10,5,4,6,1,3,8,2,7,9,0.87659,3.489366
2404,1266,1,2,281,18,5,0,12,3,0,1,4,2,7,5,10,6,3,8,9,1,2.341668,1.348309
2405,10070,1,2,195,13,3,0,13,3,0,0,7,6,1,3,2,4,10,8,5,9,1.757001,2.225719
2406,6653,0,2,573,18,5,0,18,5,0,0,2,6,3,4,9,8,10,1,7,5,1.683464,2.732866
2407,8855,1,3,492,26,6,1,26,6,1,0,9,1,7,10,8,2,3,5,4,6,1.519776,1.906763
2408,1411,0,3,342,7,2,0,7,2,0,0,5,6,9,4,1,7,8,2,3,10,1.204011,3.117524
2409,8125,1,2,283,19,5,0,19,5,0,0,5,1,3,2,10,8,6,9,4,7,1.794781,1.794112
2410,9655,1,2,371,13,3,0,14,3,0,1,6,3,1,5,2,10,4,9,8,7,1.169662,2.384822
2411,8603,1,2,216,14,3,0,14,3,0,0,5,2,3,8,4,7,9,1,6,10,1.082599,2.784213
2412,1170,1,2,210,22,2,0,22,2,0,0,10,5,3,1,9,8,6,4,2,7,2.235031,1.656571
2413,3839,0,1,230,0,0,0,0,0,0,0,6,10,3,7,1,4,8,2,5,9,1.044819,3.21582
2414,9793,1,1,256,46,10,1,46,10,1,0,1,3,6,7,10,9,2,5,4,8,2.007811,1.621115
2415,4055,0,1,208,7,2,0,7,2,0,0,4,3,6,8,9,1,10,2,7,5,0.914371,3.057759
2416,9094,1,1,326,30,7,1,26,6,1,1,4,5,6,3,2,7,8,1,9,10,1.3511,3.095963
2417,1376,0,1,260,12,3,0,12,3,0,0,5,2,1,8,10,7,6,3,4,9,1.082599,2.784213
2418,4539,0,2,214,18,5,0,8,3,0,1,7,10,1,3,6,2,8,4,5,9,1.907611,2.028413
2419,1440,1,2,344,21,2,0,0,0,0,1,4,2,8,1,10,5,7,9,3,6,1.953973,1.695816
2420,1309,1,2,315,11,3,0,11,3,0,0,9,2,6,8,4,5,3,1,7,10,1.282103,2.50346
2421,9915,1,1,183,13,3,0,13,3,0,0,3,4,8,6,1,2,7,5,10,9,1.602298,2.607022
2422,8068,1,3,393,26,6,1,26,6,1,0,4,5,7,6,2,3,10,1,8,9,0.87659,3.489366
2423,4235,0,3,201,0,0,0,0,0,0,0,3,2,1,8,5,7,6,4,9,10,1.808307,1.901868
2424,9785,1,3,410,13,3,0,14,3,0,1,7,3,6,5,1,2,9,4,10,8,1.001433,2.658368
2425,7233,0,2,233,23,6,1,26,6,1,1,3,2,7,8,1,4,6,5,9,10,1.489469,2.37272
2426,9080,1,3,649,38,8,1,38,8,1,0,5,3,8,9,2,4,6,1,7,10,0.763761,3.255065
2427,1801,0,5,286,13,3,0,12,3,0,1,4,1,5,6,3,7,10,2,9,8,0.763761,3.255065
2428,3559,0,4,274,14,3,0,14,3,0,0,8,3,5,10,4,6,7,2,1,9,1.241791,2.685917
2429,4019,0,4,488,20,2,0,20,2,0,0,6,10,5,7,4,2,9,1,3,8,1.35462,2.920218
2430,6929,0,1,234,13,3,0,14,3,0,1,3,10,2,6,9,4,8,1,5,7,1.683464,2.732866
2431,9807,1,3,175,13,3,0,13,3,0,0,9,8,6,5,2,3,4,1,7,10,0.87659,3.489366
2432,9281,1,3,408,11,3,0,2,1,0,1,6,4,5,7,1,3,9,2,8,10,0.87659,3.489366
2433,8454,1,4,494,14,3,0,14,3,0,0,10,6,3,7,1,2,9,4,8,5,1.282492,2.619123
2434,5781,0,1,195,29,6,1,29,6,1,0,2,8,6,3,7,5,9,1,4,10,1.989744,2.613009
2435,9879,1,3,273,29,6,1,29,6,1,0,7,2,6,9,1,4,5,3,8,10,0.763761,3.255065
2436,3017,0,2,367,19,5,0,19,5,0,0,9,6,1,5,2,3,8,4,7,10,1.282492,2.619123
2437,10135,1,2,304,14,3,0,13,3,0,1,5,4,6,9,10,2,3,1,8,7,1.394933,2.737762
2438,3363,0,3,263,16,3,0,16,3,0,0,10,5,4,7,1,3,8,2,6,9,0.87659,3.489366
2439,1602,0,3,186,18,5,0,7,2,0,1,4,3,9,10,6,1,2,8,7,5,1.519776,1.906763
2440,4293,0,5,463,31,7,1,31,7,1,0,4,9,5,1,2,7,10,3,6,8,1.3511,3.095963
2441,8788,1,3,350,8,3,0,13,3,0,1,7,4,2,1,6,9,10,3,5,8,1.669938,2.62511
2442,3501,0,2,267,26,6,1,26,6,1,0,4,1,7,10,5,9,2,6,8,3,2.341668,1.348309
2443,1349,0,1,233,29,6,1,27,6,1,1,3,5,2,4,10,7,9,1,6,8,1.683464,2.732866
2444,1881,1,2,276,12,3,0,12,3,0,0,3,4,8,5,1,2,7,6,10,9,1.602298,2.607022
2445,6093,0,3,217,13,3,0,13,3,0,0,3,5,8,6,2,7,10,1,4,9,1.364625,3.203719
2446,5289,0,4,217,26,6,1,26,6,1,0,3,8,9,7,1,6,10,2,4,5,1.364625,3.203719
2447,3635,0,3,267,18,5,0,18,5,0,0,3,9,2,4,7,8,10,1,5,6,1.683464,2.732866
2448,5795,0,2,217,13,3,0,13,3,0,0,2,5,4,9,1,6,8,3,7,10,1.364625,3.203719
2449,5541,0,2,219,13,3,0,11,3,0,1,5,9,2,8,10,3,6,1,4,7,1.195429,3.018514
2450,1800,0,2,223,11,3,0,11,3,0,0,10,7,3,9,1,4,5,2,6,8,1.044819,3.21582
2451,3319,0,2,263,26,6,1,25,6,1,1,5,4,7,9,1,2,10,3,8,6,0.87659,3.489366
2452,1911,1,3,577,12,3,0,0,0,0,1,8,5,2,10,9,6,7,1,3,4,1.522849,2.646672
2453,8945,1,2,206,14,3,0,14,3,0,0,4,7,5,6,2,1,10,3,9,8,0.87659,3.489366
2454,1740,1,2,238,35,8,1,35,8,1,0,2,8,3,6,5,4,10,1,7,9,1.683464,2.732866
2455,1248,0,0,222,18,5,0,18,5,0,0,7,2,5,6,10,9,4,1,3,8,1.241791,2.685917
2456,4283,0,2,290,29,6,1,29,6,1,0,7,6,4,5,2,3,10,1,8,9,0.87659,3.489366
2457,1362,1,0,373,29,6,1,29,6,1,0,1,8,3,6,9,10,7,4,2,5,2.248557,1.764327
2458,5849,0,3,243,30,7,1,30,7,1,0,5,3,6,4,1,2,9,7,8,10,1.001433,2.658368
2459,6131,0,1,477,29,6,1,29,6,1,0,7,10,3,9,8,1,4,2,6,5,1.195429,3.018514
2460,3537,0,1,208,36,8,1,37,8,1,1,1,8,3,4,7,2,10,5,6,9,1.921137,2.136169
2461,7195,0,2,249,12,3,0,26,6,1,1,5,3,6,2,8,4,9,1,7,10,1.38888,2.664355
2462,8611,1,1,260,18,5,0,18,5,0,0,7,1,8,10,9,2,3,6,5,4,1.519776,1.906763
2463,1331,1,3,650,18,5,0,18,5,0,0,1,7,10,3,5,2,4,9,8,6,2.227417,2.016311
2464,8267,1,1,190,8,3,0,9,3,0,1,1,10,4,9,7,5,2,3,6,8,1.882968,2.452114
2465,9404,1,2,210,0,0,0,14,3,0,1,2,4,5,8,10,3,7,1,6,9,1.515235,3.006412
2466,6373,0,1,253,0,0,0,0,0,0,0,4,3,5,6,7,2,8,1,9,10,0.914371,3.057759
2467,1731,1,2,366,29,6,1,13,3,0,1,6,3,2,8,10,7,5,1,4,9,1.082599,2.784213
2468,1187,0,4,531,16,3,0,18,5,0,1,4,1,7,6,2,5,9,3,8,10,0.763761,3.255065
2469,1822,0,2,415,0,0,0,0,0,0,0,4,3,5,8,1,7,6,2,9,10,0.763761,3.255065
2470,1189,1,1,255,20,2,0,13,3,0,1,9,1,4,8,2,7,3,5,6,10,1.369166,2.104069
2471,9795,1,3,200,29,6,1,29,6,1,0,2,9,4,1,6,5,3,10,7,8,2.59515,1.462013
2472,9272,1,1,229,11,3,0,11,3,0,0,3,8,4,6,10,7,5,1,2,9,1.842655,2.63457
2473,8564,1,1,638,28,6,1,18,5,0,1,3,2,1,4,6,9,7,10,5,8,1.808307,1.901868
2474,3437,0,1,213,14,3,0,14,3,0,0,8,1,3,7,5,6,9,2,4,10,1.082599,2.784213
2475,1526,0,2,217,26,6,1,26,6,1,0,6,2,1,7,9,4,8,3,5,10,1.082599,2.784213
2476,4049,0,3,414,19,5,0,18,5,0,1,10,1,4,5,7,8,9,2,3,6,1.241791,2.685917
2477,8889,1,1,490,25,6,1,13,3,0,1,8,3,4,5,2,1,9,7,6,10,1.001433,2.658368
2478,8549,1,2,280,14,3,0,13,3,0,1,3,9,2,4,6,10,7,1,5,8,1.683464,2.732866
2479,8877,1,2,245,11,3,0,11,3,0,0,1,8,6,2,10,7,4,3,5,9,1.989744,2.613009
2480,9284,1,1,208,13,3,0,13,3,0,0,6,1,3,10,9,4,7,2,5,8,1.082599,2.784213
2481,8212,1,1,331,3,1,0,3,1,0,0,3,4,5,6,1,2,8,10,9,7,1.602298,2.607022
2482,1713,1,1,509,0,0,0,0,0,0,0,5,3,7,9,2,4,8,1,6,10,0.763761,3.255065
2483,8460,1,2,323,11,3,0,11,3,0,0,3,6,5,8,2,1,4,7,9,10,1.602298,2.607022
2484,6751,0,1,227,18,5,0,18,5,0,0,4,1,6,7,2,3,10,5,9,8,1.001433,2.658368
2485,10146,1,2,396,13,3,0,14,3,0,1,5,6,2,4,10,3,8,1,7,9,1.195429,3.018514
2486,9728,1,2,293,8,3,0,8,3,0,0,8,6,5,7,4,2,3,1,9,10,1.394933,2.737762
2487,4817,0,3,279,22,2,0,22,2,0,0,4,9,1,3,10,7,5,6,2,8,2.235031,1.656571
2488,5417,0,2,186,13,3,0,13,3,0,0,5,6,2,3,10,9,4,1,7,8,1.669938,2.62511
2489,3461,0,1,202,13,3,0,13,3,0,0,8,6,1,2,7,3,9,5,4,10,1.907611,2.028413
2490,8371,1,0,170,25,6,1,25,6,1,0,1,7,3,6,8,10,4,2,5,9,1.683464,2.732866
2491,6167,0,2,178,13,3,0,9,3,0,1,2,5,10,3,1,6,7,4,8,9,2.076807,2.213618
2492,1488,1,2,411,13,3,0,13,3,0,0,6,7,4,2,3,5,10,1,8,9,1.3511,3.095963
2493,9925,1,2,339,26,6,1,14,3,0,1,5,6,2,4,7,3,9,1,8,10,1.195429,3.018514
2494,4191,0,2,234,14,3,0,13,3,0,1,8,4,1,7,10,9,6,3,2,5,1.522849,2.646672
2495,9881,1,1,356,11,3,0,11,3,0,0,6,3,8,5,7,1,2,10,9,4,1.519776,1.906763
2496,8610,1,1,247,14,3,0,11,3,0,1,10,3,4,6,8,2,7,1,5,9,0.914371,3.057759
2497,8575,1,2,258,11,3,0,3,1,0,1,3,7,6,9,10,2,8,1,5,4,1.515235,3.006412
2498,6815,0,2,252,17,4,0,17,4,0,0,4,3,1,7,9,10,6,2,5,8,1.082599,2.784213
2499,9714,1,1,245,14,3,0,16,3,0,1,3,7,1,6,10,5,8,2,4,9,1.683464,2.732866
2500,8881,1,3,289,43,9,1,43,9,1,0,1,2,4,3,9,10,8,7,5,6,2.114588,1.78201
2501,1318,1,2,470,20,2,0,20,2,0,0,6,2,7,5,10,4,3,8,1,9,1.847196,1.534921
2502,6007,0,0,276,13,3,0,13,3,0,0,5,8,3,6,4,1,9,2,7,10,1.195429,3.018514
2503,1047,1,0,334,39,9,1,39,9,1,0,4,8,5,7,2,1,10,3,6,9,0.87659,3.489366
2504,8188,1,4,269,29,6,1,26,6,1,1,7,1,4,3,10,9,5,2,6,8,1.38888,2.664355
2505,9020,1,1,223,14,3,0,14,3,0,0,3,1,4,6,10,9,8,2,7,5,1.402406,2.772111
2506,9920,1,2,281,40,9,1,40,9,1,0,3,5,4,9,1,10,7,2,6,8,1.364625,3.203719
2507,8891,1,1,173,18,5,0,18,5,0,0,2,10,3,4,8,9,6,1,7,5,1.683464,2.732866
2508,9351,1,2,269,5,1,0,13,3,0,1,2,7,5,8,3,4,9,1,6,10,1.364625,3.203719
2509,1201,0,2,254,0,0,0,13,3,0,1,3,8,5,7,4,1,10,2,6,9,1.515235,3.006412
2510,1985,1,2,227,2,1,0,13,3,0,1,4,2,6,9,5,3,10,1,8,7,0.914371,3.057759
2511,9945,1,3,275,45,9,1,45,9,1,0,7,5,3,9,1,4,10,2,6,8,1.044819,3.21582
2512,1940,1,2,429,26,6,1,26,6,1,0,9,8,4,7,2,1,10,3,5,6,0.87659,3.489366
2513,3843,0,2,335,29,6,1,11,3,0,1,9,10,3,4,2,7,6,1,5,8,1.044819,3.21582
2514,9016,1,1,223,19,5,0,19,5,0,0,5,2,4,10,9,7,8,1,3,6,1.241791,2.685917
2515,6935,0,1,354,11,3,0,11,3,0,0,5,1,7,6,2,4,9,3,8,10,0.763761,3.255065
2516,5423,0,2,284,13,3,0,13,3,0,0,3,9,7,2,10,8,4,1,5,6,1.989744,2.613009
2517,9603,1,3,566,0,0,0,13,3,0,1,6,10,4,5,3,2,7,1,8,9,0.87659,3.489366
2518,9532,1,1,314,26,6,1,26,6,1,0,9,10,4,6,1,2,8,5,3,7,1.441683,2.520827
2519,1388,0,3,169,23,6,1,23,6,1,0,10,2,6,1,7,9,5,3,4,8,1.38888,2.664355
2520,9640,1,1,330,43,9,1,43,9,1,0,4,5,8,6,2,1,7,3,10,9,0.87659,3.489366
2521,8623,1,1,271,15,4,0,15,4,0,0,5,1,6,3,10,9,4,2,7,8,1.38888,2.664355
2522,1125,1,2,304,16,3,0,16,3,0,0,2,10,6,7,8,4,5,1,3,9,1.842655,2.63457
2523,8339,1,1,264,26,6,1,26,6,1,0,4,9,8,1,5,2,10,3,7,6,1.501709,2.898656
2524,9059,1,1,188,17,4,0,17,4,0,0,2,7,4,6,10,5,8,1,3,9,1.842655,2.63457
2525,9363,1,2,397,0,0,0,0,0,0,0,1,6,2,8,3,5,10,4,7,9,1.770527,2.333475
2526,9462,1,1,280,0,0,0,13,3,0,1,4,10,1,8,9,2,5,3,6,7,1.195429,3.018514
2527,4009,0,2,343,13,3,0,13,3,0,0,3,8,1,6,9,7,10,2,4,5,1.683464,2.732866
2528,5623,0,1,222,40,9,1,39,9,1,1,5,8,2,6,9,4,7,3,1,10,1.522849,2.646672
2529,8498,1,1,222,26,6,1,24,5,0,1,4,2,5,3,9,10,8,1,6,7,1.38888,2.664355
2530,1184,0,3,245,11,3,0,11,3,0,0,9,3,2,6,5,4,7,1,8,10,1.082599,2.784213
2531,9417,1,1,198,14,3,0,14,3,0,0,3,7,2,6,10,9,1,5,4,8,2.288869,1.581871
2532,9469,1,3,261,13,3,0,39,9,1,1,1,4,10,5,3,2,7,6,8,9,1.602298,2.607022
2533,8514,1,3,227,12,3,0,22,2,0,1,10,3,6,4,2,5,9,1,7,8,0.763761,3.255065
2534,3751,0,2,237,18,5,0,18,5,0,0,3,8,2,7,6,9,10,1,4,5,1.683464,2.732866
2535,1817,1,2,463,5,1,0,5,1,0,0,5,6,1,8,10,2,9,4,3,7,1.760522,2.049975
2536,9302,1,1,290,28,6,1,28,6,1,0,9,1,8,4,5,3,2,7,6,10,1.519776,1.906763
2537,1154,0,3,364,27,6,1,27,6,1,0,6,1,4,2,10,9,5,3,7,8,1.38888,2.664355
2538,1519,1,1,360,11,3,0,8,3,0,1,5,4,1,6,9,10,2,3,7,8,1.563162,2.464216
2539,3657,0,3,214,45,9,1,46,10,1,1,4,3,9,8,2,5,6,1,7,10,0.763761,3.255065
2540,9263,1,2,556,17,4,0,17,4,0,0,7,5,4,6,2,1,9,3,10,8,0.87659,3.489366
2541,8127,1,3,217,18,5,0,18,5,0,0,2,8,9,3,6,4,1,10,5,7,2.59515,1.462013
2542,3351,0,1,192,26,6,1,12,3,0,1,6,8,2,5,7,4,9,1,3,10,1.522849,2.646672
2543,9237,1,2,273,12,3,0,30,7,1,1,4,5,8,7,1,2,9,3,6,10,0.87659,3.489366
2544,9825,1,2,209,14,3,0,11,3,0,1,5,2,4,6,8,7,1,3,9,10,1.282103,2.50346
2545,10042,1,1,227,24,5,0,18,5,0,1,3,4,9,2,1,10,5,7,8,6,2.076807,2.213618
2546,8781,1,3,409,13,3,0,39,9,1,1,1,10,6,5,2,9,7,4,3,8,1.929718,2.23518
2547,5769,0,0,197,19,5,0,19,5,0,0,9,2,3,7,8,10,4,6,5,1,2.142164,1.629061
2548,1738,1,1,211,12,3,0,13,3,0,1,4,1,6,5,10,9,3,8,2,7,1.847196,1.534921
2549,4103,0,2,223,10,3,0,13,3,0,1,7,5,1,8,6,4,10,2,3,9,1.522849,2.646672
2550,3221,0,2,310,13,3,0,16,3,0,1,9,10,6,2,8,7,5,1,3,4,1.82913,2.526814
2551,1433,0,1,482,25,6,1,25,6,1,0,7,4,3,9,6,5,2,1,8,10,1.563162,2.464216
2552,8076,1,3,211,11,3,0,13,3,0,1,3,5,6,4,2,7,10,1,8,9,1.364625,3.203719
2553,9937,1,1,165,16,3,0,13,3,0,1,10,3,4,7,9,2,6,1,5,8,0.914371,3.057759
2554,6443,0,2,255,14,3,0,14,3,0,0,6,9,2,5,4,3,8,1,7,10,1.195429,3.018514
2555,9279,1,2,387,1,1,0,13,3,0,1,5,1,3,8,9,7,4,2,6,10,1.082599,2.784213
2556,4591,0,3,306,13,3,0,13,3,0,0,6,3,7,4,1,9,2,5,8,10,1.369166,2.104069
2557,9982,1,5,370,26,6,1,26,6,1,0,4,9,5,7,2,3,10,1,6,8,0.87659,3.489366
2558,1914,0,2,283,18,5,0,18,5,0,0,3,4,6,8,5,7,1,2,9,10,1.882968,2.452114
2559,9245,1,3,262,11,3,0,11,3,0,0,3,6,1,4,7,8,9,2,5,10,1.683464,2.732866
2560,9554,1,3,272,4,1,0,4,1,0,0,1,5,2,10,7,8,4,6,3,9,2.248557,1.764327
2561,4197,0,3,621,7,2,0,7,2,0,0,5,3,2,8,4,6,10,1,7,9,1.082599,2.784213
2562,4417,0,5,301,2,1,0,11,3,0,1,10,3,6,8,5,7,9,1,4,2,1.736262,2.499304
2563,1202,0,4,469,36,8,1,26,6,1,1,5,1,7,8,2,9,10,4,3,6,1.328854,2.286526
2564,8591,1,2,312,14,3,0,14,3,0,0,3,9,4,8,6,7,5,2,1,10,1.842655,2.63457
2565,5027,0,4,370,13,3,0,13,3,0,0,8,10,6,7,3,4,5,2,1,9,1.204011,3.117524
2566,6061,0,3,210,10,3,0,10,3,0,0,3,10,4,2,6,8,9,1,5,7,1.989744,2.613009
2567,1372,0,3,309,9,3,0,13,3,0,1,5,7,4,6,1,2,10,3,8,9,0.87659,3.489366
2568,1670,1,2,336,9,3,0,13,3,0,1,4,6,7,9,1,3,5,2,8,10,0.87659,3.489366
2569,4373,0,3,265,13,3,0,13,3,0,0,4,8,6,5,1,3,9,2,7,10,0.87659,3.489366
2570,9746,1,0,189,26,6,1,26,6,1,0,5,10,3,8,1,4,9,2,6,7,1.044819,3.21582
2571,8074,1,1,262,12,3,0,12,3,0,0,1,4,2,8,10,7,5,3,6,9,1.683464,2.732866
2572,3071,0,0,279,13,3,0,14,3,0,1,7,4,2,5,10,9,6,1,3,8,1.522849,2.646672
2573,1625,0,3,359,13,3,0,13,3,0,0,5,9,3,4,2,7,10,1,6,8,1.044819,3.21582
2574,1076,1,0,205,0,0,0,0,0,0,0,3,6,1,9,10,7,4,5,2,8,2.248557,1.764327
2575,8405,1,3,303,11,3,0,11,3,0,0,10,4,5,6,2,3,9,1,7,8,0.87659,3.489366
2576,1965,0,1,194,11,3,0,11,3,0,0,8,1,3,9,10,7,4,2,5,6,1.082599,2.784213
2577,3505,0,2,385,13,3,0,11,3,0,1,4,10,3,5,7,2,6,1,8,9,1.195429,3.018514
2578,3405,0,1,222,42,9,1,41,9,1,1,7,6,2,5,10,9,3,1,4,8,1.563162,2.464216
2579,9219,1,3,365,13,3,0,14,3,0,1,3,8,6,9,1,2,10,4,5,7,1.602298,2.607022
2580,3529,0,4,219,7,2,0,13,3,0,1,6,7,5,4,2,1,8,3,9,10,0.87659,3.489366
2581,6855,0,3,380,32,7,1,13,3,0,1,5,3,8,7,2,4,6,1,9,10,0.763761,3.255065
2582,4107,0,2,268,23,6,1,26,6,1,1,1,3,8,10,5,4,9,2,6,7,1.402406,2.772111
2583,1691,1,3,457,7,2,0,13,3,0,1,6,4,3,10,7,1,9,2,5,8,1.195429,3.018514
2584,4961,0,5,264,10,3,0,13,3,0,1,3,8,1,7,4,2,6,5,9,10,1.921137,2.136169
2585,10065,1,1,300,31,7,1,26,6,1,1,4,6,5,7,1,3,8,2,9,10,0.87659,3.489366
2586,4073,0,2,206,18,5,0,18,5,0,0,9,1,4,5,10,7,3,8,2,6,1.847196,1.534921
2587,7067,0,3,223,8,3,0,12,3,0,1,3,8,4,6,2,5,10,1,7,9,1.364625,3.203719
2588,6301,0,4,245,9,3,0,11,3,0,1,10,2,1,3,8,6,9,5,4,7,1.794781,1.794112
2589,6615,0,0,199,24,5,0,24,5,0,0,2,1,7,4,10,9,3,5,8,6,2.007811,1.621115
2590,6367,0,2,197,21,2,0,13,3,0,1,8,1,6,9,5,4,3,2,7,10,1.282103,2.50346
2591,8366,1,1,262,14,3,0,14,3,0,0,8,2,3,9,10,1,4,5,6,7,1.320272,2.187515
2592,1150,1,2,255,11,3,0,11,3,0,0,2,7,4,3,10,8,5,1,6,9,1.989744,2.613009
2593,6897,0,2,219,7,2,0,0,0,0,1,5,4,8,10,1,3,6,2,7,9,0.87659,3.489366
2594,8718,1,2,209,0,0,0,0,0,0,0,1,2,10,7,4,6,3,8,9,5,2.007811,1.621115
2595,3683,0,3,279,30,7,1,29,6,1,1,3,1,7,5,10,4,9,2,6,8,1.402406,2.772111
2596,1052,1,1,266,12,3,0,14,3,0,1,2,9,3,4,10,7,5,1,6,8,1.683464,2.732866
2597,6037,0,2,342,26,6,1,25,6,1,1,7,2,5,10,3,9,6,1,4,8,0.763761,3.255065
2598,3245,0,4,239,11,3,0,33,7,1,1,6,3,4,5,7,8,10,1,2,9,1.241791,2.685917
